datetime,open,high,low,close,volume,dollar_volume,spread_avg,n_trades,buy_vol,sell_vol,ofi,ret,amihud,stock
2024-01-15 10:01:00,186.6079,186.6737,186.5749,186.5944,22883,4270309.45,0.01,60,14221.0,8662.0,0.24292081803880441,-8.574013023920912e-05,2.0078200664925377e-05,AAPL
2024-01-15 10:02:00,186.5586,186.7166,186.5271,186.7024,21003,3919697.36,0.01,60,11108.0,9895.0,0.057750904589601984,0.0005787955051170801,0.00014766331440457103,AAPL
2024-01-15 10:03:00,186.685,186.7964,186.554,186.6549,19372,3616192.54,0.0099,60,13004.0,6368.0,0.3425385846280906,-0.00025441558330274727,7.035454550193885e-05,AAPL
2024-01-15 10:04:00,186.6425,186.6577,186.5407,186.5652,18912,3529051.2199999997,0.0099,60,11282.0,7630.0,0.19309469676941787,-0.0004805660071072193,0.000136174279087249,AAPL
2024-01-15 10:05:00,186.5719,186.6016,186.4733,186.5318,20409,3807172.15,0.0099,60,8986.0,11423.0,-0.11940225379715826,-0.00017902588478446724,4.702332262916822e-05,AAPL
2024-01-15 10:06:00,186.5124,186.5866,186.5124,186.5823,17620,3286968.18,0.009838333333333334,60,9308.0,8312.0,0.05652346631859713,0.00027073131766264247,8.236505558109538e-05,AAPL
2024-01-15 10:07:00,186.5761,186.611,186.477,186.4965,21161,3947760.02,0.0098,60,11558.0,9603.0,0.09238257253567715,-0.0004598506932329549,0.00011648395285894693,AAPL
2024-01-15 10:08:00,186.4667,186.7478,186.4507,186.7328,25840,4822492.93,0.0098,60,12041.0,13799.0,-0.06803142293254905,0.0012670479070653329,0.0002627371201636913,AAPL
2024-01-15 10:09:00,186.7447,186.7604,186.5041,186.5088,20635,3852038.13,0.009796666666666667,60,10201.0,10434.0,-0.011290947858112037,-0.0011995750077115064,0.00031141306604807046,AAPL
2024-01-15 10:10:00,186.4965,186.6041,186.4856,186.5704,19620,3660298.46,0.009700000000000002,60,10462.0,9158.0,0.0664594057387493,0.00033027932194085174,9.023289347790585e-05,AAPL
2024-01-15 10:11:00,186.5717,186.7054,186.5715,186.6322,16475,3075042.68,0.009700000000000002,60,9623.0,6852.0,0.16818402524884682,0.0003312422549344163,0.00010771956305244538,AAPL
2024-01-15 10:12:00,186.6352,186.7612,186.6323,186.7323,16520,3084321.23,0.009700000000000002,60,8084.0,8436.0,-0.021306216330730585,0.0005363490330179133,0.00017389532129860548,AAPL
2024-01-15 10:13:00,186.7385,186.83,186.6166,186.8196,16734,3124600.24,0.009675,60,8941.0,7793.0,0.06859874514490588,0.000467514190100049,0.00014962368069324996,AAPL
2024-01-15 10:14:00,186.8495,186.8495,186.7035,186.7656,23430,4375783.92,0.0096,60,10110.0,13320.0,-0.13699799411036662,-0.00028904890065073463,6.605648388373112e-05,AAPL
2024-01-15 10:15:00,186.772,187.0803,186.772,187.0405,25806,4824110.21,0.0096,60,14904.0,10902.0,0.1550742046731507,0.001471898465241983,0.00030511294272251996,AAPL
2024-01-15 10:16:00,187.0508,187.0663,186.8413,186.8961,20028,3744178.15,0.0096,60,11344.0,8684.0,0.13280742922761996,-0.000772025310026514,0.00020619352953720399,AAPL
2024-01-15 10:17:00,186.8916,187.0017,186.8429,186.8446,16936,3165723.66,0.009575,60,8550.0,8386.0,0.009682942669894314,-0.00027555417154223605,8.704302720844742e-05,AAPL
2024-01-15 10:18:00,186.8086,186.9054,186.7019,186.8596,20382,3807086.4,0.0095,60,13115.0,7267.0,0.28690575479566305,8.028061822495935e-05,2.1087154211705786e-05,AAPL
2024-01-15 10:19:00,186.8755,186.892,186.7603,186.8502,19119,3572219.86,0.0095,60,9677.0,9442.0,0.012290794979079499,-5.0305148892482165e-05,1.4082321560033809e-05,AAPL
2024-01-15 10:20:00,186.82,186.8385,186.6035,186.6035,16438,3069146.33,0.0095,60,9523.0,6915.0,0.1586471196544802,-0.0013203089961905112,0.000430187697140082,AAPL
2024-01-15 10:21:00,186.6085,186.7274,186.5697,186.6793,19187,3581387.3,0.009496666666666665,60,9017.0,10170.0,-0.06008963935793204,0.0004062088867573532,0.00011342221647547895,AAPL
2024-01-15 10:22:00,186.6717,186.6763,186.3824,186.4055,17089,3188126.09,0.0094,60,9964.0,7125.0,0.16612053832650672,-0.0014666864510420874,0.0004600465618477536,AAPL
2024-01-15 10:23:00,186.4207,186.5316,186.3944,186.5029,17834,3325338.39,0.0094,60,9641.0,8193.0,0.08118867395570507,0.0005225167712328282,0.00015713190911121353,AAPL
2024-01-15 10:24:00,186.5031,186.6614,186.5031,186.59,17135,3197136.25,0.0094,60,8191.0,8944.0,-0.04394257703081232,0.00046701686676176024,0.00014607349477239993,AAPL
2024-01-15 10:25:00,186.5952,186.7525,186.5684,186.6943,19612,3660944.34,0.0094,60,8626.0,10986.0,-0.1203283536429919,0.0005589795808993436,0.00015268726521323485,AAPL
2024-01-15 10:26:00,186.6767,186.7421,186.5915,186.7072,26859,5013732.16,0.009341666666666667,60,14160.0,12699.0,0.054393149664929266,6.909691404621832e-05,1.378153273915673e-05,AAPL
2024-01-15 10:27:00,186.6981,186.8373,186.6828,186.7464,18824,3515679.14,0.0093,60,8626.0,10198.0,-0.08350597609561752,0.0002099544098994599,5.9719445643798273e-05,AAPL
2024-01-15 10:28:00,186.7419,186.7419,186.6224,186.7025,18378,3430888.29,0.0093,60,9648.0,8730.0,0.04994831057184831,-0.00023507815947187982,6.851816174600608e-05,AAPL
2024-01-15 10:29:00,186.7075,186.8375,186.6997,186.8342,13385,2499797.14,0.0093,60,7345.0,6040.0,0.09748991483639624,0.0007054003026205624,0.000282183017378255,AAPL
2024-01-15 10:30:00,186.8219,186.8585,186.7621,186.7971,19924,3721984.14,0.0093,60,11036.0,8888.0,0.10780426599749059,-0.00019857178182580704,5.335105519613968e-05,AAPL
2024-01-15 10:31:00,186.7918,187.0307,186.7811,187.0265,19402,3625880.68,0.009211666666666667,60,6095.0,13307.0,-0.3716950986960779,0.0012280704571965284,0.0003386957713703835,AAPL
2024-01-15 10:32:00,187.0411,187.066,186.8014,186.8014,19873,3714915.89,0.009200000000000002,60,10094.0,9779.0,0.015849854080708464,-0.0012035727557324627,0.0003239838500065271,AAPL
2024-01-15 10:33:00,186.7992,186.7992,186.5643,186.5692,15300,2856133.83,0.009200000000000002,60,8020.0,7280.0,0.048362852101169855,-0.0012430313691439432,0.00043521467787515977,AAPL
2024-01-15 10:34:00,186.5603,186.5954,186.4158,186.4721,16579,3092184.95,0.009200000000000002,60,9808.0,6771.0,0.18317249698431845,-0.000520450320846022,0.00016831151033281725,AAPL
2024-01-15 10:35:00,186.4641,186.5482,186.449,186.5237,20335,3792467.4699999997,0.009200000000000002,60,11525.0,8810.0,0.13350708103855233,0.00027671699948661477,7.296489711405905e-05,AAPL
2024-01-15 10:36:00,186.5133,186.6745,186.4567,186.458,19183,3578684.79,0.00911,60,11835.0,7348.0,0.2338928273561301,-0.0003522340592643225,9.84255610508985e-05,AAPL
2024-01-15 10:37:00,186.4888,186.4888,186.3811,186.3878,17048,3178286.27,0.0091,60,5926.0,11122.0,-0.30476860812950907,-0.00037649229317060495,0.00011845764037675201,AAPL
2024-01-15 10:38:00,186.3967,186.4802,186.3836,186.4802,22701,4232257.18,0.0091,60,14377.0,8324.0,0.26662849088186064,0.0004957406010479559,0.00011713385524379155,AAPL
2024-01-15 10:39:00,186.4889,186.5216,186.3325,186.3405,19990,3727197.01,0.0091,60,9707.0,10283.0,-0.02881296583462558,-0.0007491411956872529,0.0002009931837966679,AAPL
2024-01-15 10:40:00,186.3439,186.3439,186.1815,186.249,17988,3349971.93,0.0091,60,7545.0,10443.0,-0.16109844905219856,-0.0004910365701498165,0.0001465793084075255,AAPL
2024-01-15 10:41:00,186.2628,186.2754,186.0465,186.0643,16297,3034130.88,0.00904,60,9757.0,6540.0,0.19738618235366304,-0.000991683176822411,0.0003268425828598354,AAPL
2024-01-15 10:42:00,186.064,186.1035,185.9948,186.0162,17211,3202018.37,0.009,60,7906.0,9305.0,-0.08128050197536603,-0.00025851278294652946,8.073432200177735e-05,AAPL
2024-01-15 10:43:00,186.0184,186.0284,185.8503,185.8742,15714,2922160.39,0.009,60,6416.0,9298.0,-0.18339166401527204,-0.0007633743727696318,0.0002612363006389491,AAPL
2024-01-15 10:44:00,185.8558,185.9747,185.8269,185.9122,17290,3214242.04,0.009,60,9075.0,8215.0,0.04973685732461974,0.00020443934661185104,6.36042163071854e-05,AAPL
2024-01-15 10:45:00,185.8992,185.9523,185.8361,185.927,17147,3187576.0,0.009,60,9231.0,7916.0,0.07668532773501283,7.96074706230776e-05,2.49742972005482e-05,AAPL
2024-01-15 10:46:00,185.9126,186.0139,185.9064,185.9544,17767,3303840.73,0.009,60,12976.0,4791.0,0.4606596127870329,0.00014736966658968065,4.460556006996894e-05,AAPL
2024-01-15 10:47:00,185.9483,185.9931,185.8595,185.9305,17369,3229235.25,0.008903333333333334,60,7852.0,9517.0,-0.09585492227979274,-0.00012852613328862006,3.980079583567413e-05,AAPL
2024-01-15 10:48:00,185.9274,186.016,185.8751,185.9603,18455,3431623.21,0.0089,60,10047.0,8408.0,0.08880580840918942,0.00016027494144310594,4.670528527403598e-05,AAPL
2024-01-15 10:49:00,185.9672,186.0005,185.8121,185.8218,13990,2601260.54,0.0089,60,7719.0,6271.0,0.10349510399542564,-0.0007447826229576293,0.0002863160412583927,AAPL
2024-01-15 10:50:00,185.8285,185.8285,185.7081,185.8202,18871,3505714.63,0.0089,60,7450.0,11421.0,-0.2104175498092412,-8.610399856223694e-06,2.4561040302537843e-06,AAPL
2024-01-15 10:51:00,185.8139,185.8163,185.6951,185.7546,18641,3462707.5,0.0089,60,8203.0,10438.0,-0.11989056968136466,-0.00035302943382897745,0.00010195184918433305,AAPL
2024-01-15 10:52:00,185.7763,185.8786,185.77,185.7963,19231,3573593.27,0.0089,60,8011.0,11220.0,-0.16685732113144758,0.000224489729998556,6.28190486183576e-05,AAPL
2024-01-15 10:53:00,185.7809,185.9516,185.7809,185.9516,14972,2782653.74,0.008805,60,9125.0,5847.0,0.21892740265811794,0.0008358616398711494,0.000300382913206916,AAPL
2024-01-15 10:54:00,185.958,185.9759,185.908,185.9207,17342,3224425.61,0.0088,60,8328.0,9014.0,-0.03955486363374272,-0.00016617227278492575,5.153546472097742e-05,AAPL
2024-01-15 10:55:00,185.9338,185.9973,185.9127,185.9806,15668,2913309.18,0.0088,60,8672.0,6996.0,0.10696279277554407,0.0003221803704482884,0.00011058914431539908,AAPL
2024-01-15 10:56:00,185.984,185.984,185.8612,185.8878,12759,2372031.34,0.0088,60,6176.0,6583.0,-0.03189655172413793,-0.0004989767749969953,0.00021035842338129105,AAPL
2024-01-15 10:57:00,185.9103,186.0101,185.8952,185.9433,20033,3725245.98,0.0088,60,11047.0,8986.0,0.10287511230907458,0.0002985672002142614,8.014697580125747e-05,AAPL
2024-01-15 10:58:00,185.9352,186.0491,185.9352,185.9584,17512,3257168.75,0.0088,60,8574.0,8938.0,-0.020784560041112315,8.120755090401666e-05,2.4931944546839095e-05,AAPL
2024-01-15 10:59:00,185.9452,185.9506,185.7676,185.7715,14512,2696973.74,0.008751666666666666,60,7847.0,6665.0,0.08144422242127748,-0.0010050634980727224,0.0003726634336254561,AAPL
2024-01-15 11:00:00,185.7567,185.7596,185.6309,185.6454,14186,2634141.59,0.008700000000000001,60,8363.0,5823.0,0.17903714668358356,-0.000678790880194291,0.0002576895942853987,AAPL
2024-01-15 11:01:00,185.645,185.7112,185.6323,185.6323,14662,2722232.6,0.008700000000000001,60,5169.0,9493.0,-0.29489190479438043,-7.05646355902978e-05,2.592160395518067e-05,AAPL
2024-01-15 11:02:00,185.6232,185.7378,185.5987,185.6521,11496,2134548.16,0.008700000000000001,60,6009.0,5487.0,0.04540314864747325,0.00010666247199431211,4.996957833671756e-05,AAPL
2024-01-15 11:03:00,185.6754,185.7451,185.6674,185.7211,14188,2634788.03,0.008700000000000001,60,7420.0,6768.0,0.04595108887166115,0.00037166291143497787,0.00014105989012876266,AAPL
2024-01-15 11:04:00,185.7306,185.7692,185.6736,185.693,16655,3093164.54,0.008700000000000001,60,9920.0,6735.0,0.1912223823246878,-0.00015130214068292958,4.8914998939493725e-05,AAPL
2024-01-15 11:05:00,185.6927,185.6954,185.5492,185.5595,17055,3165919.33,0.008700000000000001,60,11539.0,5516.0,0.3531308630393996,-0.000718928554118925,0.00022708366098768803,AAPL
2024-01-15 11:06:00,185.5599,185.6042,185.507,185.5473,16199,3005691.69,0.00865,60,7159.0,9040.0,-0.11611111111111111,-6.57471053759906e-05,2.1874201328097156e-05,AAPL
2024-01-15 11:07:00,185.5477,185.5519,185.2983,185.3021,17421,3230473.77,0.0086,60,9691.0,7730.0,0.11255883365859258,-0.0013214959204472798,0.000409071860799093,AAPL
2024-01-15 11:08:00,185.2734,185.2981,185.135,185.1971,18566,3438324.33,0.0086,60,9804.0,8762.0,0.05612107502558302,-0.0005666422560779427,0.00016480186278120077,AAPL
2024-01-15 11:09:00,185.1815,185.3369,185.1507,185.3143,17279,3200626.09,0.0086,60,11935.0,5344.0,0.3814236111111111,0.0006328392831205232,0.0001977235901189843,AAPL
2024-01-15 11:10:00,185.3011,185.4207,185.2591,185.4207,16237,3008825.24,0.0086,60,7364.0,8873.0,-0.0929301638132775,0.0005741596843849006,0.00019082520142534054,AAPL
2024-01-15 11:11:00,185.4213,185.4797,185.4208,185.4289,15238,2825916.96,0.0086,60,8982.0,6256.0,0.17888312881422666,4.422375711010673e-05,1.5649347655853716e-05,AAPL
2024-01-15 11:12:00,185.4275,185.4628,185.377,185.4057,16965,3145803.96,0.0086,60,7814.0,9151.0,-0.07880466815984911,-0.00012511534070469565,3.977213516730849e-05,AAPL
2024-01-15 11:13:00,185.4169,185.4521,185.3484,185.3567,15690,2908880.58,0.0086,60,8298.0,7392.0,0.05774010579312982,-0.0002642852943571805,9.085463847011352e-05,AAPL
2024-01-15 11:14:00,185.3542,185.4312,185.3434,185.3908,12065,2236697.23,0.008515,60,7408.0,4657.0,0.22799602187966186,0.00018396961102573606,8.22505646878413e-05,AAPL
2024-01-15 11:15:00,185.3882,185.4768,185.3716,185.3834,15122,2804094.73,0.0085,60,5722.0,9400.0,-0.24320571315215236,-3.9915680821400734e-05,1.4234783244663386e-05,AAPL
2024-01-15 11:16:00,185.3937,185.474,185.3884,185.4083,16354,3032401.12,0.0085,60,8135.0,8219.0,-0.005136044023234485,0.00013431623327653242,4.4293689231191e-05,AAPL
2024-01-15 11:17:00,185.3953,185.4251,185.1427,185.1517,17977,3330888.9699999997,0.0085,60,8919.0,9058.0,-0.0077316720436088554,-0.0013839725621775933,0.0004154964546964857,AAPL
2024-01-15 11:18:00,185.1596,185.2539,185.1227,185.2336,15699,2907413.57,0.0085,60,9492.0,6207.0,0.20923566878980893,0.0004423399839157405,0.00015214209184361742,AAPL
2024-01-15 11:19:00,185.2368,185.2729,185.1542,185.2172,14077,2607092.33,0.0085,60,6728.0,7349.0,-0.04411137945730928,-8.853685292520286e-05,3.3959998871847734e-05,AAPL
2024-01-15 11:20:00,185.2027,185.2618,185.1368,185.181,14413,2669165.32,0.0085,60,6976.0,7437.0,-0.03198279450534203,-0.00019544621125888728,7.32237186892006e-05,AAPL
2024-01-15 11:21:00,185.1903,185.193,185.0486,185.1321,13677,2531917.87,0.0085,60,6374.0,7303.0,-0.06791928644538675,-0.00026406596789085857,0.00010429483909282973,AAPL
2024-01-15 11:22:00,185.1384,185.1919,185.0436,185.1055,16479,3050588.23,0.00846,60,11980.0,4499.0,0.45394417475728155,-0.0001436811876492916,4.7099502241997636e-05,AAPL
2024-01-15 11:23:00,185.1188,185.1686,184.9821,184.9821,14860,2750459.51,0.0084,60,8572.0,6288.0,0.15369086871677545,-0.0006666468581431051,0.0002423765386458424,AAPL
2024-01-15 11:24:00,184.9751,185.0749,184.9579,184.9602,17054,3155145.91,0.0084,60,8174.0,8880.0,-0.04139548519495749,-0.00011838983339473863,3.75227759338429e-05,AAPL
2024-01-15 11:25:00,184.9707,184.9759,184.8658,184.9168,17744,3281305.5,0.0084,60,9376.0,8368.0,0.05680473372781065,-0.0002346450749944884,7.150967024539217e-05,AAPL
2024-01-15 11:26:00,184.929,185.1017,184.929,185.1017,15809,2924733.36,0.0084,60,7330.0,8479.0,-0.07267552182163188,0.000999909148330591,0.00034188044578251287,AAPL
2024-01-15 11:27:00,185.124,185.124,185.0113,185.1047,15447,2858736.43,0.0084,60,8860.0,6587.0,0.1471387881926463,1.6207306577920022e-05,5.669395174435886e-06,AAPL
2024-01-15 11:28:00,185.1084,185.1219,185.0158,185.0403,15063,2787469.52,0.0084,60,10182.0,4881.0,0.351898566117897,-0.00034791120916977114,0.00012481256043353814,AAPL
2024-01-15 11:29:00,185.0056,185.0107,184.9468,184.9948,15994,2958550.8,0.0084,60,7433.0,8561.0,-0.07052203813691779,-0.0002458923812812541,8.311244155419935e-05,AAPL
2024-01-15 11:30:00,184.9963,185.0253,184.9503,185.0252,14113,2610879.37,0.0084,60,6700.0,7413.0,-0.05051721694771149,0.0001643289433002071,6.29400747345927e-05,AAPL
2024-01-15 11:31:00,185.0464,185.1154,184.9608,184.965,18162,3360611.83,0.0084,60,7902.0,10260.0,-0.12982436822110885,-0.00032536108594938273,9.68160267951037e-05,AAPL
2024-01-15 11:32:00,184.9718,185.0967,184.9657,185.0967,14650,2710926.11,0.008315,60,8691.0,5959.0,0.1864719131799877,0.0007120265996269914,0.00026265068397621677,AAPL
2024-01-15 11:33:00,185.1066,185.1659,185.0478,185.0545,14618,2706061.82,0.0083,60,7092.0,7526.0,-0.02968739311854436,-0.00022798893767428385,8.425119306098185e-05,AAPL
2024-01-15 11:34:00,185.0732,185.1252,185.0361,185.0361,17614,3259957.67,0.0083,60,8483.0,9131.0,-0.03678682940675561,-9.943016786939651e-05,3.050044743813868e-05,AAPL
2024-01-15 11:35:00,185.0543,185.0666,184.9679,185.0373,12525,2317489.48,0.0083,60,6787.0,5738.0,0.08374580871786684,6.4852209920029935e-06,2.798382050916224e-06,AAPL
2024-01-15 11:36:00,185.0212,185.0326,184.8694,184.8816,14531,2687511.18,0.0083,60,5402.0,9129.0,-0.25646848334709604,-0.0008414519667115927,0.0003130971025693079,AAPL
2024-01-15 11:37:00,184.8732,184.9322,184.8103,184.8103,14739,2725077.94,0.0083,60,6479.0,8260.0,-0.12082767978290367,-0.0003856522228279369,0.00014151970325397,AAPL
2024-01-15 11:38:00,184.8159,184.9021,184.8053,184.9021,15812,2923102.75,0.0083,60,7046.0,8766.0,-0.1087712641497502,0.0004967255612915444,0.00016993092685237807,AAPL
2024-01-15 11:39:00,184.9095,185.0507,184.9015,185.0068,15406,2849795.06,0.0083,60,9732.0,5674.0,0.2633867722463815,0.0005662455969943636,0.0001986969529687493,AAPL
2024-01-15 11:40:00,184.9982,185.046,184.9761,184.9817,15477,2863307.78,0.0083,60,8605.0,6872.0,0.11196537020286859,-0.00013567068886122247,4.738250261988861e-05,AAPL
2024-01-15 11:41:00,185.0028,185.0719,184.9679,185.0054,14481,2679317.98,0.0083,60,7311.0,7170.0,0.009736224278414583,0.00012812078167745433,4.7818430718428584e-05,AAPL
2024-01-15 11:42:00,185.0189,185.1335,185.0143,185.1064,15149,2803646.04,0.0083,60,8118.0,7031.0,0.07174917491749175,0.0005459300106915865,0.00019472144520225247,AAPL
2024-01-15 11:43:00,185.0969,185.267,185.091,185.191,10910,2020366.87,0.008228333333333334,60,4645.0,6265.0,-0.14847401704701677,0.00045703444073241783,0.00022621358786698077,AAPL
2024-01-15 11:44:00,185.189,185.1998,185.1087,185.168,13242,2451676.13,0.0082,60,8376.0,4866.0,0.26504568451257265,-0.0001241961002423908,5.065762896497039e-05,AAPL
2024-01-15 11:45:00,185.1437,185.1437,184.9931,184.9963,13026,2410329.7399999998,0.0082,60,8074.0,4952.0,0.23965609887157444,-0.000927266050289588,0.0003847050596664577,AAPL
2024-01-15 11:46:00,184.9949,185.1364,184.9936,185.0421,13427,2484847.89,0.0082,60,6522.0,6905.0,-0.02852249031873697,0.00024757251901807997,9.963286646964587e-05,AAPL
2024-01-15 11:47:00,185.0255,185.0817,185.0247,185.0638,15480,2864620.94,0.0082,60,9686.0,5794.0,0.2514049480007751,0.00011727061030963881,4.0937566385402166e-05,AAPL
2024-01-15 11:48:00,185.0606,185.2041,185.0173,185.1807,13769,2548895.25,0.0082,60,7968.0,5801.0,0.15737109658678286,0.0006316740497060991,0.00024782267816924697,AAPL
2024-01-15 11:49:00,185.1816,185.2291,185.1675,185.2164,15505,2871461.37,0.0082,60,10035.0,5470.0,0.29440216690313425,0.0001927846692446611,6.713817242586808e-05,AAPL
2024-01-15 11:50:00,185.2188,185.2484,185.1576,185.1823,13027,2412606.35,0.0082,60,5830.0,7197.0,-0.10492784771261897,-0.0001841089665925999,7.631123321443947e-05,AAPL
2024-01-15 11:51:00,185.1749,185.2189,185.1425,185.2189,15928,2949503.38,0.0082,60,8135.0,7793.0,0.021470274342394374,0.0001976430792791639,6.700893443596412e-05,AAPL
2024-01-15 11:52:00,185.2166,185.2679,185.1574,185.2375,13599,2518862.78,0.0082,60,7586.0,6013.0,0.11566176470588235,0.00010042171722224325,3.986787911629091e-05,AAPL
2024-01-15 11:53:00,185.2392,185.2787,185.2128,185.2566,12630,2339586.03,0.0082,60,5132.0,7498.0,-0.18731691869210673,0.00010311087117886863,4.407227151127498e-05,AAPL
2024-01-15 11:54:00,185.2725,185.3696,185.2179,185.3433,13818,2560271.82,0.0082,60,9068.0,4750.0,0.31246834069035384,0.0004679995206648968,0.00018279290315235662,AAPL
2024-01-15 11:55:00,185.3589,185.425,185.339,185.4206,13302,2466024.09,0.0082,60,9053.0,4249.0,0.36112155152973013,0.0004170639024987377,0.0001691240172789624,AAPL
