datetime,stock,date,mid,bid,ask,trade_price,size,side,spread,dollar_volume
2024-01-15 09:30:50.002136,AAPL,2024-01-15,184.7163,184.7105,184.7222,184.7105,558,-1,0.0117,103068.46
2024-01-15 09:30:51.002179,AAPL,2024-01-15,184.7064,184.7006,184.7123,184.7123,216,1,0.0117,39897.85
2024-01-15 09:30:52.002222,AAPL,2024-01-15,184.689,184.6832,184.6949,184.6832,149,-1,0.0117,27517.8
2024-01-15 09:30:53.002265,AAPL,2024-01-15,184.7047,184.6989,184.7106,184.6989,142,-1,0.0117,26227.25
2024-01-15 09:30:54.002307,AAPL,2024-01-15,184.7312,184.7254,184.737,184.7254,202,-1,0.0117,37314.53
2024-01-15 09:30:55.002350,AAPL,2024-01-15,184.7551,184.7493,184.7609,184.7493,162,-1,0.0117,29929.38
2024-01-15 09:30:56.002393,AAPL,2024-01-15,184.7336,184.7278,184.7394,184.7394,264,1,0.0117,48771.2
2024-01-15 09:30:57.002436,AAPL,2024-01-15,184.7257,184.7198,184.7315,184.7315,415,1,0.0117,76663.57
2024-01-15 09:30:58.002478,AAPL,2024-01-15,184.7341,184.7283,184.74,184.7283,226,-1,0.0116,41748.6
2024-01-15 09:30:59.002521,AAPL,2024-01-15,184.7591,184.7533,184.7649,184.7649,328,1,0.0116,60602.9
2024-01-15 09:31:00.002564,AAPL,2024-01-15,184.7469,184.741,184.7527,184.7527,414,1,0.0116,76487.61
2024-01-15 09:31:01.002606,AAPL,2024-01-15,184.7421,184.7363,184.7479,184.7479,142,1,0.0116,26234.21
2024-01-15 09:31:02.002649,AAPL,2024-01-15,184.7138,184.708,184.7196,184.708,1286,-1,0.0116,237534.51
2024-01-15 09:31:03.002692,AAPL,2024-01-15,184.6833,184.6775,184.6891,184.6891,156,1,0.0116,28811.5
2024-01-15 09:31:04.002735,AAPL,2024-01-15,184.704,184.6982,184.7098,184.6982,429,-1,0.0116,79235.53
2024-01-15 09:31:05.002777,AAPL,2024-01-15,184.7386,184.7328,184.7444,184.7328,142,-1,0.0116,26232.06
2024-01-15 09:31:06.002820,AAPL,2024-01-15,184.7368,184.731,184.7426,184.731,310,-1,0.0116,57266.6
2024-01-15 09:31:07.002863,AAPL,2024-01-15,184.7624,184.7566,184.7682,184.7682,318,1,0.0116,58756.28
2024-01-15 09:31:08.002906,AAPL,2024-01-15,184.7716,184.7658,184.7774,184.7774,1072,1,0.0116,198081.37
2024-01-15 09:31:09.002948,AAPL,2024-01-15,184.7552,184.7493,184.761,184.7493,236,-1,0.0116,43600.85
2024-01-15 09:31:10.002991,AAPL,2024-01-15,184.7644,184.7585,184.7702,184.7585,803,-1,0.0116,148361.12
2024-01-15 09:31:11.003034,AAPL,2024-01-15,184.8035,184.7977,184.8093,184.8093,358,1,0.0116,66161.73
2024-01-15 09:31:12.003077,AAPL,2024-01-15,184.8026,184.7968,184.8084,184.8084,1251,1,0.0116,231195.28
2024-01-15 09:31:13.003119,AAPL,2024-01-15,184.8423,184.8365,184.8481,184.8481,142,1,0.0116,26248.44
2024-01-15 09:31:14.003162,AAPL,2024-01-15,184.7758,184.77,184.7816,184.77,418,-1,0.0116,77233.85
2024-01-15 09:31:15.003205,AAPL,2024-01-15,184.7967,184.7909,184.8025,184.7909,142,-1,0.0116,26240.3
2024-01-15 09:31:16.003248,AAPL,2024-01-15,184.7989,184.7931,184.8047,184.8047,270,1,0.0116,49897.26
2024-01-15 09:31:17.003290,AAPL,2024-01-15,184.7913,184.7855,184.7971,184.7971,642,1,0.0116,118639.72
2024-01-15 09:31:18.003333,AAPL,2024-01-15,184.7936,184.7878,184.7994,184.7878,902,-1,0.0116,166678.61
2024-01-15 09:31:19.003376,AAPL,2024-01-15,184.7432,184.7374,184.749,184.749,513,1,0.0116,94776.25
2024-01-15 09:31:20.003418,AAPL,2024-01-15,184.7377,184.7319,184.7435,184.7319,224,-1,0.0116,41379.94
2024-01-15 09:31:21.003461,AAPL,2024-01-15,184.7467,184.7409,184.7525,184.7409,439,-1,0.0116,81101.27
2024-01-15 09:31:22.003504,AAPL,2024-01-15,184.7841,184.7783,184.7899,184.7783,2127,-1,0.0116,393023.5
2024-01-15 09:31:23.003547,AAPL,2024-01-15,184.771,184.7652,184.7768,184.7652,301,-1,0.0116,55614.33
2024-01-15 09:31:24.003589,AAPL,2024-01-15,184.7506,184.7448,184.7564,184.7448,612,-1,0.0116,113063.8
2024-01-15 09:31:25.003632,AAPL,2024-01-15,184.7379,184.7321,184.7437,184.7321,200,-1,0.0116,36946.42
2024-01-15 09:31:26.003675,AAPL,2024-01-15,184.761,184.7552,184.7668,184.7668,667,1,0.0116,123239.45
2024-01-15 09:31:27.003718,AAPL,2024-01-15,184.7693,184.7635,184.7751,184.7751,585,1,0.0116,108093.43
2024-01-15 09:31:28.003760,AAPL,2024-01-15,184.7559,184.7502,184.7617,184.7502,173,-1,0.0116,31961.78
2024-01-15 09:31:29.003803,AAPL,2024-01-15,184.7689,184.7631,184.7747,184.7747,528,1,0.0116,97561.03
2024-01-15 09:31:30.003846,AAPL,2024-01-15,184.7713,184.7656,184.7771,184.7656,548,-1,0.0116,101251.52
2024-01-15 09:31:31.003889,AAPL,2024-01-15,184.7958,184.79,184.8015,184.8015,512,1,0.0116,94618.38
2024-01-15 09:31:32.003931,AAPL,2024-01-15,184.7781,184.7723,184.7838,184.7723,274,-1,0.0116,50627.61
2024-01-15 09:31:33.003974,AAPL,2024-01-15,184.7698,184.764,184.7756,184.764,758,-1,0.0116,140051.14
2024-01-15 09:31:34.004017,AAPL,2024-01-15,184.7599,184.7542,184.7657,184.7542,141,-1,0.0116,26050.34
2024-01-15 09:31:35.004060,AAPL,2024-01-15,184.7231,184.7173,184.7289,184.7289,285,1,0.0115,52647.73
2024-01-15 09:31:36.004102,AAPL,2024-01-15,184.7306,184.7248,184.7363,184.7248,309,-1,0.0115,57079.96
2024-01-15 09:31:37.004145,AAPL,2024-01-15,184.7371,184.7314,184.7429,184.7429,724,1,0.0115,133753.86
2024-01-15 09:31:38.004188,AAPL,2024-01-15,184.7373,184.7315,184.743,184.743,141,1,0.0115,26048.77
2024-01-15 09:31:39.004230,AAPL,2024-01-15,184.7314,184.7256,184.7371,184.7371,343,1,0.0115,63364.84
2024-01-15 09:31:40.004273,AAPL,2024-01-15,184.6958,184.6901,184.7016,184.6901,190,-1,0.0115,35091.11
2024-01-15 09:31:41.004316,AAPL,2024-01-15,184.6853,184.6795,184.691,184.691,309,1,0.0115,57069.53
2024-01-15 09:31:42.004359,AAPL,2024-01-15,184.6767,184.6709,184.6824,184.6709,387,-1,0.0115,71467.64
2024-01-15 09:31:43.004401,AAPL,2024-01-15,184.6565,184.6508,184.6623,184.6508,141,-1,0.0115,26035.76
2024-01-15 09:31:44.004444,AAPL,2024-01-15,184.6525,184.6467,184.6583,184.6467,779,-1,0.0115,143839.81
2024-01-15 09:31:45.004487,AAPL,2024-01-15,184.6626,184.6569,184.6684,184.6569,398,-1,0.0115,73493.43
2024-01-15 09:31:46.004530,AAPL,2024-01-15,184.7099,184.7041,184.7156,184.7041,141,-1,0.0115,26043.28
2024-01-15 09:31:47.004572,AAPL,2024-01-15,184.7142,184.7085,184.72,184.7085,215,-1,0.0115,39712.32
2024-01-15 09:31:48.004615,AAPL,2024-01-15,184.7207,184.7149,184.7264,184.7149,936,-1,0.0115,172893.17
2024-01-15 09:31:49.004658,AAPL,2024-01-15,184.7188,184.7131,184.7246,184.7246,394,1,0.0115,72781.49
2024-01-15 09:31:50.004701,AAPL,2024-01-15,184.6708,184.6651,184.6766,184.6766,141,1,0.0115,26039.4
2024-01-15 09:31:51.004743,AAPL,2024-01-15,184.6702,184.6644,184.6759,184.6759,150,1,0.0115,27701.39
2024-01-15 09:31:52.004786,AAPL,2024-01-15,184.6717,184.6659,184.6774,184.6774,466,1,0.0115,86059.69
2024-01-15 09:31:53.004829,AAPL,2024-01-15,184.7332,184.7275,184.739,184.739,513,1,0.0115,94771.09
2024-01-15 09:31:54.004872,AAPL,2024-01-15,184.7284,184.7227,184.7342,184.7227,378,-1,0.0115,69825.16
2024-01-15 09:31:55.004914,AAPL,2024-01-15,184.7359,184.7302,184.7417,184.7302,224,-1,0.0115,41379.56
2024-01-15 09:31:56.004957,AAPL,2024-01-15,184.7351,184.7293,184.7408,184.7408,541,1,0.0115,99944.78
2024-01-15 09:31:57.005000,AAPL,2024-01-15,184.7059,184.7002,184.7117,184.7002,219,-1,0.0115,40449.34
2024-01-15 09:31:58.005042,AAPL,2024-01-15,184.7344,184.7287,184.7402,184.7287,141,-1,0.0115,26046.74
2024-01-15 09:31:59.005085,AAPL,2024-01-15,184.7531,184.7474,184.7589,184.7589,1007,1,0.0115,186052.21
2024-01-15 09:32:00.005128,AAPL,2024-01-15,184.7729,184.7671,184.7786,184.7671,418,-1,0.0115,77232.65
2024-01-15 09:32:01.005171,AAPL,2024-01-15,184.7502,184.7445,184.756,184.7445,150,-1,0.0115,27711.67
2024-01-15 09:32:02.005213,AAPL,2024-01-15,184.7851,184.7794,184.7909,184.7909,314,1,0.0115,58024.33
2024-01-15 09:32:03.005256,AAPL,2024-01-15,184.7502,184.7445,184.756,184.756,289,1,0.0115,53394.48
2024-01-15 09:32:04.005299,AAPL,2024-01-15,184.7648,184.7591,184.7706,184.7706,214,1,0.0115,39540.9
2024-01-15 09:32:05.005342,AAPL,2024-01-15,184.8193,184.8136,184.825,184.825,341,1,0.0115,63025.34
2024-01-15 09:32:06.005384,AAPL,2024-01-15,184.7947,184.7889,184.8004,184.7889,141,-1,0.0115,26055.24
2024-01-15 09:32:07.005427,AAPL,2024-01-15,184.7806,184.7749,184.7864,184.7749,569,-1,0.0115,105136.9
2024-01-15 09:32:08.005470,AAPL,2024-01-15,184.7831,184.7774,184.7888,184.7774,281,-1,0.0115,51922.44
2024-01-15 09:32:09.005513,AAPL,2024-01-15,184.7706,184.7649,184.7763,184.7763,141,1,0.0115,26053.46
2024-01-15 09:32:10.005555,AAPL,2024-01-15,184.7321,184.7264,184.7378,184.7264,235,-1,0.0115,43410.7
2024-01-15 09:32:11.005598,AAPL,2024-01-15,184.7338,184.7281,184.7395,184.7395,172,1,0.0115,31775.2
2024-01-15 09:32:12.005641,AAPL,2024-01-15,184.7075,184.7017,184.7132,184.7017,141,-1,0.0115,26042.94
2024-01-15 09:32:13.005684,AAPL,2024-01-15,184.7192,184.7135,184.7249,184.7249,249,1,0.0115,45996.51
2024-01-15 09:32:14.005726,AAPL,2024-01-15,184.6964,184.6907,184.7022,184.6907,648,-1,0.0115,119679.57
2024-01-15 09:32:15.005769,AAPL,2024-01-15,184.7348,184.7291,184.7405,184.7291,259,-1,0.0115,47844.83
2024-01-15 09:32:16.005812,AAPL,2024-01-15,184.7154,184.7097,184.7212,184.7097,498,-1,0.0115,91985.43
2024-01-15 09:32:17.005854,AAPL,2024-01-15,184.7075,184.7017,184.7132,184.7132,284,1,0.0115,52458.54
2024-01-15 09:32:18.005897,AAPL,2024-01-15,184.7276,184.7219,184.7333,184.7219,195,-1,0.0115,36020.76
2024-01-15 09:32:19.005940,AAPL,2024-01-15,184.6971,184.6914,184.7029,184.6914,157,-1,0.0115,28996.55
2024-01-15 09:32:20.005983,AAPL,2024-01-15,184.7028,184.697,184.7085,184.697,141,-1,0.0115,26042.28
2024-01-15 09:32:21.006025,AAPL,2024-01-15,184.7351,184.7293,184.7408,184.7408,593,1,0.0114,109551.29
2024-01-15 09:32:22.006068,AAPL,2024-01-15,184.6954,184.6896,184.7011,184.7011,506,1,0.0114,93458.75
2024-01-15 09:32:23.006111,AAPL,2024-01-15,184.6999,184.6942,184.7056,184.7056,226,1,0.0114,41743.47
2024-01-15 09:32:24.006154,AAPL,2024-01-15,184.7063,184.7006,184.7121,184.7121,141,1,0.0114,26044.4
2024-01-15 09:32:25.006196,AAPL,2024-01-15,184.7256,184.7199,184.7313,184.7199,411,-1,0.0114,75919.88
2024-01-15 09:32:26.006239,AAPL,2024-01-15,184.6951,184.6894,184.7008,184.6894,141,-1,0.0114,26041.2
2024-01-15 09:32:27.006282,AAPL,2024-01-15,184.6625,184.6568,184.6683,184.6683,316,1,0.0114,58355.17
2024-01-15 09:32:28.006325,AAPL,2024-01-15,184.6754,184.6697,184.6811,184.6697,141,-1,0.0114,26038.43
2024-01-15 09:32:29.006367,AAPL,2024-01-15,184.6827,184.677,184.6884,184.6884,304,1,0.0114,56145.29
2024-01-15 09:32:30.006410,AAPL,2024-01-15,184.6889,184.6832,184.6946,184.6946,254,1,0.0114,46912.43
2024-01-15 09:32:31.006453,AAPL,2024-01-15,184.6974,184.6917,184.7031,184.7031,141,1,0.0114,26043.14
2024-01-15 09:32:32.006496,AAPL,2024-01-15,184.6807,184.675,184.6864,184.675,1031,-1,0.0114,190399.9
2024-01-15 09:32:33.006538,AAPL,2024-01-15,184.6864,184.6807,184.6921,184.6807,217,-1,0.0114,40075.71
2024-01-15 09:32:34.006581,AAPL,2024-01-15,184.6936,184.6879,184.6993,184.6993,229,1,0.0114,42296.15
2024-01-15 09:32:35.006624,AAPL,2024-01-15,184.676,184.6703,184.6818,184.6703,432,-1,0.0114,79777.59
2024-01-15 09:32:36.006666,AAPL,2024-01-15,184.7219,184.7162,184.7276,184.7276,271,1,0.0114,50061.19
2024-01-15 09:32:37.006709,AAPL,2024-01-15,184.7336,184.7279,184.7393,184.7393,377,1,0.0114,69646.71
2024-01-15 09:32:38.006752,AAPL,2024-01-15,184.7043,184.6986,184.71,184.71,141,1,0.0114,26044.11
2024-01-15 09:32:39.006795,AAPL,2024-01-15,184.7204,184.7147,184.7261,184.7261,251,1,0.0114,46366.26
2024-01-15 09:32:40.006837,AAPL,2024-01-15,184.6965,184.6908,184.7022,184.6908,141,-1,0.0114,26041.4
2024-01-15 09:32:41.006880,AAPL,2024-01-15,184.7158,184.7101,184.7215,184.7101,233,-1,0.0114,43037.45
2024-01-15 09:32:42.006923,AAPL,2024-01-15,184.7442,184.7385,184.7499,184.7499,897,1,0.0114,165720.7
2024-01-15 09:32:43.006966,AAPL,2024-01-15,184.7241,184.7184,184.7298,184.7298,141,1,0.0114,26046.9
2024-01-15 09:32:44.007008,AAPL,2024-01-15,184.7477,184.742,184.7534,184.7534,213,1,0.0114,39352.48
2024-01-15 09:32:45.007051,AAPL,2024-01-15,184.7578,184.7521,184.7635,184.7635,141,1,0.0114,26051.66
2024-01-15 09:32:46.007094,AAPL,2024-01-15,184.778,184.7723,184.7837,184.7723,284,-1,0.0114,52475.33
2024-01-15 09:32:47.007137,AAPL,2024-01-15,184.8245,184.8188,184.8302,184.8302,409,1,0.0114,75595.53
2024-01-15 09:32:48.007179,AAPL,2024-01-15,184.8184,184.8127,184.8241,184.8127,382,-1,0.0114,70598.47
2024-01-15 09:32:49.007222,AAPL,2024-01-15,184.8,184.7943,184.8057,184.8057,173,1,0.0114,31971.38
2024-01-15 09:32:50.007265,AAPL,2024-01-15,184.7782,184.7725,184.7839,184.7839,141,1,0.0114,26054.53
2024-01-15 09:32:51.007308,AAPL,2024-01-15,184.7583,184.7526,184.764,184.7526,141,-1,0.0114,26050.11
2024-01-15 09:32:52.007350,AAPL,2024-01-15,184.7564,184.7507,184.7621,184.7621,771,1,0.0114,142451.56
2024-01-15 09:32:53.007393,AAPL,2024-01-15,184.7647,184.759,184.7704,184.7704,570,1,0.0114,105319.14
2024-01-15 09:32:54.007436,AAPL,2024-01-15,184.7715,184.7658,184.7772,184.7772,261,1,0.0114,48226.84
2024-01-15 09:32:55.007478,AAPL,2024-01-15,184.7917,184.786,184.7974,184.7974,320,1,0.0114,59135.16
2024-01-15 09:32:56.007521,AAPL,2024-01-15,184.792,184.7863,184.7977,184.7977,141,1,0.0114,26056.48
2024-01-15 09:32:57.007564,AAPL,2024-01-15,184.8275,184.8218,184.8332,184.8332,792,1,0.0114,146387.89
2024-01-15 09:32:58.007607,AAPL,2024-01-15,184.821,184.8153,184.8267,184.8153,158,-1,0.0114,29200.83
2024-01-15 09:32:59.007649,AAPL,2024-01-15,184.8874,184.8817,184.8931,184.8817,399,-1,0.0114,73767.81
2024-01-15 09:33:00.007692,AAPL,2024-01-15,184.9027,184.897,184.9084,184.897,141,-1,0.0114,26070.47
2024-01-15 09:33:01.007735,AAPL,2024-01-15,184.8818,184.8761,184.8875,184.8875,244,1,0.0114,45112.54
2024-01-15 09:33:02.007778,AAPL,2024-01-15,184.8557,184.85,184.8614,184.8614,765,1,0.0114,141418.93
2024-01-15 09:33:03.007820,AAPL,2024-01-15,184.8674,184.8617,184.8731,184.8731,141,1,0.0114,26067.11
2024-01-15 09:33:04.007863,AAPL,2024-01-15,184.862,184.8563,184.8677,184.8677,513,1,0.0114,94837.11
2024-01-15 09:33:05.007906,AAPL,2024-01-15,184.8794,184.8737,184.8851,184.8851,141,1,0.0114,26068.79
2024-01-15 09:33:06.007949,AAPL,2024-01-15,184.8909,184.8852,184.8966,184.8966,141,1,0.0114,26070.42
2024-01-15 09:33:07.007991,AAPL,2024-01-15,184.8891,184.8834,184.8948,184.8948,279,1,0.0114,51585.65
2024-01-15 09:33:08.008034,AAPL,2024-01-15,184.8685,184.8628,184.8742,184.8742,613,1,0.0114,113327.88
2024-01-15 09:33:09.008077,AAPL,2024-01-15,184.8317,184.826,184.8374,184.8374,221,1,0.0114,40849.05
2024-01-15 09:33:10.008120,AAPL,2024-01-15,184.8208,184.8151,184.8265,184.8265,462,1,0.0114,85389.84
2024-01-15 09:33:11.008162,AAPL,2024-01-15,184.8416,184.8359,184.8473,184.8473,704,1,0.0114,130132.51
2024-01-15 09:33:12.008205,AAPL,2024-01-15,184.8468,184.8412,184.8525,184.8525,150,1,0.0114,27727.88
2024-01-15 09:33:13.008248,AAPL,2024-01-15,184.8166,184.8109,184.8222,184.8222,141,1,0.0114,26059.94
2024-01-15 09:33:14.008290,AAPL,2024-01-15,184.8208,184.8151,184.8265,184.8265,211,1,0.0114,38998.38
2024-01-15 09:33:15.008333,AAPL,2024-01-15,184.8301,184.8245,184.8358,184.8358,780,1,0.0114,144171.93
2024-01-15 09:33:16.008376,AAPL,2024-01-15,184.8087,184.803,184.8144,184.8144,146,1,0.0114,26982.9
2024-01-15 09:33:17.008419,AAPL,2024-01-15,184.8124,184.8067,184.8181,184.8181,634,1,0.0113,117174.67
2024-01-15 09:33:18.008461,AAPL,2024-01-15,184.8138,184.8081,184.8195,184.8081,228,-1,0.0113,42136.26
2024-01-15 09:33:19.008504,AAPL,2024-01-15,184.7861,184.7804,184.7918,184.7918,1149,1,0.0113,212325.76
2024-01-15 09:33:20.008547,AAPL,2024-01-15,184.7948,184.7891,184.8005,184.8005,1699,1,0.0113,313975.97
2024-01-15 09:33:21.008590,AAPL,2024-01-15,184.8084,184.8027,184.814,184.814,643,1,0.0113,118835.43
2024-01-15 09:33:22.008632,AAPL,2024-01-15,184.8346,184.8289,184.8403,184.8403,141,1,0.0113,26062.48
2024-01-15 09:33:23.008675,AAPL,2024-01-15,184.8601,184.8545,184.8658,184.8658,141,1,0.0113,26066.08
2024-01-15 09:33:24.008718,AAPL,2024-01-15,184.8268,184.8211,184.8324,184.8211,296,-1,0.0113,54707.05
2024-01-15 09:33:25.008761,AAPL,2024-01-15,184.8041,184.7984,184.8097,184.7984,582,-1,0.0113,107552.67
2024-01-15 09:33:26.008803,AAPL,2024-01-15,184.8165,184.8109,184.8222,184.8222,420,1,0.0113,77625.33
2024-01-15 09:33:27.008846,AAPL,2024-01-15,184.829,184.8233,184.8346,184.8233,157,-1,0.0113,29017.26
2024-01-15 09:33:28.008889,AAPL,2024-01-15,184.8414,184.8358,184.8471,184.8471,140,1,0.0113,25878.59
2024-01-15 09:33:29.008932,AAPL,2024-01-15,184.9345,184.9289,184.9402,184.9402,591,1,0.0113,109299.67
2024-01-15 09:33:30.008974,AAPL,2024-01-15,184.9483,184.9427,184.954,184.9427,1245,-1,0.0113,230253.63
2024-01-15 09:33:31.009017,AAPL,2024-01-15,184.9758,184.9701,184.9814,184.9814,164,1,0.0113,30336.96
2024-01-15 09:33:32.009060,AAPL,2024-01-15,184.9988,184.9932,185.0045,185.0045,545,1,0.0113,100827.44
2024-01-15 09:33:33.009102,AAPL,2024-01-15,185.0145,185.0089,185.0202,185.0089,2260,-1,0.0113,418120.07
2024-01-15 09:33:34.009145,AAPL,2024-01-15,185.0069,185.0013,185.0126,185.0013,240,-1,0.0113,44400.31
2024-01-15 09:33:35.009188,AAPL,2024-01-15,185.0252,185.0196,185.0309,185.0196,245,-1,0.0113,45329.8
2024-01-15 09:33:36.009231,AAPL,2024-01-15,185.0066,185.0009,185.0123,185.0009,439,-1,0.0113,81215.41
2024-01-15 09:33:37.009273,AAPL,2024-01-15,185.0009,184.9952,185.0066,184.9952,223,-1,0.0113,41253.94
2024-01-15 09:33:38.009316,AAPL,2024-01-15,184.9892,184.9835,184.9949,184.9949,821,1,0.0113,151880.77
2024-01-15 09:33:39.009359,AAPL,2024-01-15,184.9912,184.9855,184.9968,184.9968,202,1,0.0113,37369.36
2024-01-15 09:33:40.009402,AAPL,2024-01-15,185.0469,185.0413,185.0526,185.0413,274,-1,0.0113,50701.31
2024-01-15 09:33:41.009444,AAPL,2024-01-15,185.002,184.9963,185.0076,184.9963,140,-1,0.0113,25899.48
2024-01-15 09:33:42.009487,AAPL,2024-01-15,185.0185,185.0128,185.0241,185.0241,232,1,0.0113,42925.6
